-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
12	8	17	11	11	3
11	10	9	6	11	8
18	15	21	12	8	12
20	19	17	13	22	14
12	14	12	11	12	10
15	7	13	8	5	10
13	8	18	12	14	9
18	14	13	7	6	6
17	8	12	8	14	12
17	14	17	10	18	14
16	17	11	9	17	12
9	6	12	5	7	5
12	6	10	6	16	4
11	9	19	8	19	4
25	17	21	13	8	8
12	11	15	11	6	11
19	17	17	10	16	11
11	3	12	11	3	4
16	9	13	7	18	11
-99	-99	-99	-99	-99	-99
19	15	14	10	21	13
11	6	10	6	7	7
14	8	11	8	17	12
12	9	11	11	14	12
6	5	12	5	5	9
18	13	12	9	11	5
16	13	10	5	10	5
8	16	7	3	12	11
12	9	13	11	14	9
7	14	12	7	11	11
9	10	12	7	4	7
11	9	13	9	6	9
13	6	17	11	14	6
18	4	19	7	7	10
10	11	17	9	22	7
10	10	17	7	13	13
17	12	14	10	16	9
15	9	12	10	22	12
16	7	10	6	4	10
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
8	12	12	5	14	12
4	13	13	5	10	5
12	13	6	8	12	9
16	14	12	12	11	6
15	12	11	7	5	5
3	4	16	7	2	8
19	13	14	9	20	9
18	9	14	7	15	5
14	6	12	8	9	11
18	9	15	9	14	5
5	6	9	8	12	4
19	12	16	10	14	12
16	8	11	7	7	5
15	12	15	12	14	12
15	8	16	6	14	12
11	11	15	7	12	8
11	8	14	6	11	9
9	9	15	5	10	12
14	11	8	7	0	-99
7	7	17	12	11	12
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
11	14	12	13	12	11
7	6	16	11	7	9
4	11	12	12	6	10
14	9	16	11	8	8
20	15	14	13	17	13
14	10	15	10	19	13
5	14	16	14	14	13
19	15	13	9	11	12
10	13	18	14	16	12
18	19	15	9	16	13
6	4	11	5	15	11
9	8	9	8	8	6
20	9	15	11	20	8
11	11	7	3	9	4
17	15	15	8	12	10
16	18	16	5	14	9
5	5	13	7	13	8
17	15	10	12	11	11
19	19	13	10	15	14
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
